from_airport,from_city,from_country,from_long,from_lat,to_airport,to_city,to_country,to_long,to_lat,airline,airline_country,distance
White Mountain Airport,White Mountain,United States,-163.022,65.148,Golovin Airport,Golovin,United States,-162.346,64.917,Era Alaska,United States,40
White Mountain Airport,White Mountain,United States,-163.022,65.148,Nome,Nome,United States,-165.076,64.853,Era Alaska,United States,101
Noatak Airport,Noatak,United States,-162.959,67.943,Kivalina Airport,Kivalina,United States,-164.272,68.227,Era Alaska,United States,62
Tuntutuliak Airport,Tuntutuliak,United States,-162.445,60.558,Bethel,Bethel,United States,-161.73,61.299,Era Alaska,United States,90
Newtok Airport,Newtok,United States,-164.402,61.565,Bethel,Bethel,United States,-161.73,61.299,Era Alaska,United States,145
Sochi,Sochi,Russia,40.594,43.749,Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Tajik Air,Tajikistan,2449
Almaty,Alma-ata,Kazakhstan,77.067,43.586,Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Tajik Air,Tajikistan,826
Domododevo,Moscow,Russia,38.51,55.681,Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Tajik Air,Tajikistan,2941
Domododevo,Moscow,Russia,38.51,55.681,Khudzhand Airport,Khudzhand,Tajikistan,70.157,40.359,Tajik Air,Tajikistan,2865
Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Almaty,Alma-ata,Kazakhstan,77.067,43.586,Tajik Air,Tajikistan,826
Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Domododevo,Moscow,Russia,38.51,55.681,Tajik Air,Tajikistan,2941
Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Manas,Bishkek,Kyrgyzstan,74.795,43.102,Tajik Air,Tajikistan,651
Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Imam Khomeini,Tehran,Iran,51,35,Tajik Air,Tajikistan,1686
Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Kurumoch,Samara,Russia,50.25,53.833,Tajik Air,Tajikistan,2201
Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Khudzhand Airport,Khudzhand,Tajikistan,70.157,40.359,Tajik Air,Tajikistan,174
Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Pulkovo,St. Petersburg,Russia,30.437,60.333,Tajik Air,Tajikistan,3591
Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Tolmachevo,Novosibirsk,Russia,83.084,55.021,Tajik Air,Tajikistan,2063
Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Surgut,Surgut,Russia,73.669,61.572,Tajik Air,Tajikistan,2537
Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Sharjah Intl,Sharjah,United Arab Emirates,55.861,25.547,Tajik Air,Tajikistan,1950
Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Koltsovo,Sverdlovsk,Russia,61.337,57.238,Tajik Air,Tajikistan,2120
Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Diwopu,Urumqi,China,87.79,44.511,Tajik Air,Tajikistan,1646
Manas,Bishkek,Kyrgyzstan,74.795,43.102,Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Tajik Air,Tajikistan,651
Imam Khomeini,Tehran,Iran,51,35,Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Tajik Air,Tajikistan,1686
Kurumoch,Samara,Russia,50.25,53.833,Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Tajik Air,Tajikistan,2201
Kurumoch,Samara,Russia,50.25,53.833,Khudzhand Airport,Khudzhand,Tajikistan,70.157,40.359,Tajik Air,Tajikistan,2111
Khudzhand Airport,Khudzhand,Tajikistan,70.157,40.359,Domododevo,Moscow,Russia,38.51,55.681,Tajik Air,Tajikistan,2865
Khudzhand Airport,Khudzhand,Tajikistan,70.157,40.359,Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Tajik Air,Tajikistan,174
Khudzhand Airport,Khudzhand,Tajikistan,70.157,40.359,Surgut,Surgut,Russia,73.669,61.572,Tajik Air,Tajikistan,2370
Khudzhand Airport,Khudzhand,Tajikistan,70.157,40.359,Koltsovo,Sverdlovsk,Russia,61.337,57.238,Tajik Air,Tajikistan,1981
Pulkovo,St. Petersburg,Russia,30.437,60.333,Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Tajik Air,Tajikistan,3591
Tolmachevo,Novosibirsk,Russia,83.084,55.021,Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Tajik Air,Tajikistan,2063
Surgut,Surgut,Russia,73.669,61.572,Khudzhand Airport,Khudzhand,Tajikistan,70.157,40.359,Tajik Air,Tajikistan,2370
Sharjah Intl,Sharjah,United Arab Emirates,55.861,25.547,Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Tajik Air,Tajikistan,1950
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Tajik Air,Tajikistan,2120
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Khudzhand Airport,Khudzhand,Tajikistan,70.157,40.359,Tajik Air,Tajikistan,1981
Diwopu,Urumqi,China,87.79,44.511,Dushanbe,Dushanbe,Tajikistan,69.375,38.905,Tajik Air,Tajikistan,1646
Gustavo Rizo,Baracoa Playa,Cuba,-74.178,20.608,Jose Marti Intl,Havana,Cuba,-82.016,23.648,Sun D'Or,Israel,875
Carlos Manuel De Cespedes,Bayamo,Cuba,-76.37,20.66,Jose Marti Intl,Havana,Cuba,-82.016,23.648,Sun D'Or,Israel,669
Cayo Coco Airport,Cayo Coco,Cuba,-78.185,22.855,Jose Marti Intl,Havana,Cuba,-82.016,23.648,Sun D'Or,Israel,401
Ignacio Agramonte Intl,Camaguey,Cuba,-77.746,21.7,Jose Marti Intl,Havana,Cuba,-82.016,23.648,Sun D'Or,Israel,488
Jose Marti Intl,Havana,Cuba,-82.016,23.648,Gustavo Rizo,Baracoa Playa,Cuba,-74.178,20.608,Sun D'Or,Israel,875
Jose Marti Intl,Havana,Cuba,-82.016,23.648,Carlos Manuel De Cespedes,Bayamo,Cuba,-76.37,20.66,Sun D'Or,Israel,669
Jose Marti Intl,Havana,Cuba,-82.016,23.648,Ignacio Agramonte Intl,Camaguey,Cuba,-77.746,21.7,Sun D'Or,Israel,488
Jose Marti Intl,Havana,Cuba,-82.016,23.648,Frank Pais Intl,Holguin,Cuba,-75.859,21.309,Sun D'Or,Israel,683
Jose Marti Intl,Havana,Cuba,-82.016,23.648,Managua Intl,Managua,Nicaragua,-85.614,12.235,Sun D'Or,Israel,1324
Jose Marti Intl,Havana,Cuba,-82.016,23.648,Orestes Acosta,Moa,Cuba,-74.871,21.09,Sun D'Or,Israel,787
Jose Marti Intl,Havana,Cuba,-82.016,23.648,Antonio Maceo Intl,Santiago De Cuba,Cuba,-75.726,20.616,Sun D'Or,Israel,730
Frank Pais Intl,Holguin,Cuba,-75.859,21.309,Jose Marti Intl,Havana,Cuba,-82.016,23.648,Sun D'Or,Israel,683
Orestes Acosta,Moa,Cuba,-74.871,21.09,Frank Pais Intl,Holguin,Cuba,-75.859,21.309,Sun D'Or,Israel,105
Antonio Maceo Intl,Santiago De Cuba,Cuba,-75.726,20.616,Jose Marti Intl,Havana,Cuba,-82.016,23.648,Sun D'Or,Israel,730
Antonio Maceo Intl,Santiago De Cuba,Cuba,-75.726,20.616,Toussaint Louverture Intl,Port-au-prince,Haiti,-71.821,18.966,Sun D'Or,Israel,447
Antonio Maceo Intl,Santiago De Cuba,Cuba,-75.726,20.616,Las Americas Intl,Santo Domingo,Dominican Republic,-69.449,18.716,Sun D'Or,Israel,690
Las Americas Intl,Santo Domingo,Dominican Republic,-69.449,18.716,Antonio Maceo Intl,Santiago De Cuba,Cuba,-75.726,20.616,Sun D'Or,Israel,690
Cancun Intl,Cancun,Mexico,-86.796,21.06,Cozumel Intl,Cozumel,Mexico,-86.877,20.87,Mongolian International Air Lines ,Mongolia,22
Cancun Intl,Cancun,Mexico,-86.796,21.06,Licenciado Manuel Crescencio Rejon Int,Merida,Mexico,-89.43,21.561,Mongolian International Air Lines ,Mongolia,278
Cozumel Intl,Cozumel,Mexico,-86.877,20.87,Cancun Intl,Cancun,Mexico,-86.796,21.06,Mongolian International Air Lines ,Mongolia,22
Licenciado Manuel Crescencio Rejon Int,Merida,Mexico,-89.43,21.561,Cancun Intl,Cancun,Mexico,-86.796,21.06,Mongolian International Air Lines ,Mongolia,278
Licenciado Manuel Crescencio Rejon Int,Merida,Mexico,-89.43,21.561,C P A Carlos Rovirosa Intl,Villahermosa,Mexico,-92.696,18.661,Mongolian International Air Lines ,Mongolia,469
General Heriberto Jara Intl,Vera Cruz,Mexico,-95.646,19.243,C P A Carlos Rovirosa Intl,Villahermosa,Mexico,-92.696,18.661,Mongolian International Air Lines ,Mongolia,316
C P A Carlos Rovirosa Intl,Villahermosa,Mexico,-92.696,18.661,Licenciado Manuel Crescencio Rejon Int,Merida,Mexico,-89.43,21.561,Mongolian International Air Lines ,Mongolia,469
C P A Carlos Rovirosa Intl,Villahermosa,Mexico,-92.696,18.661,General Heriberto Jara Intl,Vera Cruz,Mexico,-95.646,19.243,Mongolian International Air Lines ,Mongolia,316
Sochi,Sochi,Russia,40.594,43.749,Pashkovskiy,Krasnodar,Russia,39.284,45.057,BRA-Transportes Aereos,Brazil,178
Aktyubinsk,Aktyubinsk,Kazakhstan,57.344,50.409,Domododevo,Moscow,Russia,38.51,55.681,BRA-Transportes Aereos,Brazil,1382
Almaty,Alma-ata,Kazakhstan,77.067,43.586,Koltsovo,Sverdlovsk,Russia,61.337,57.238,BRA-Transportes Aereos,Brazil,1873
Barnaul,Barnaul,Russia,83.897,53.606,Omsk,Omsk,Russia,73.517,55.611,BRA-Transportes Aereos,Brazil,703
Ignatyevo,Blagoveschensk,Russia,127.687,50.708,Emelyanovo,Krasnoyarsk,Russia,92.791,56.3,BRA-Transportes Aereos,Brazil,2361
Ignatyevo,Blagoveschensk,Russia,127.687,50.708,Knevichi,Vladivostok,Russia,132.246,43.664,BRA-Transportes Aereos,Brazil,855
Cheboksary Airport,Cheboksary,Russia,47.578,56.15,Domododevo,Moscow,Russia,38.51,55.681,BRA-Transportes Aereos,Brazil,567
Domododevo,Moscow,Russia,38.51,55.681,Aktyubinsk,Aktyubinsk,Kazakhstan,57.344,50.409,BRA-Transportes Aereos,Brazil,1382
Domododevo,Moscow,Russia,38.51,55.681,Cheboksary Airport,Cheboksary,Russia,47.578,56.15,BRA-Transportes Aereos,Brazil,567
Domododevo,Moscow,Russia,38.51,55.681,Elista Airport,Elista,Russia,44.551,46.623,BRA-Transportes Aereos,Brazil,1090
Domododevo,Moscow,Russia,38.51,55.681,Grozny Airport,Grozny,Russia,46.306,43.496,BRA-Transportes Aereos,Brazil,1464
Domododevo,Moscow,Russia,38.51,55.681,Kurgan Airport,Kurgan,Russia,65.692,55.792,BRA-Transportes Aereos,Brazil,1690
Domododevo,Moscow,Russia,38.51,55.681,Uytash,Makhachkala,Russia,48.087,43.361,BRA-Transportes Aereos,Brazil,1531
Domododevo,Moscow,Russia,38.51,55.681,Mineralnyye Vody,Mineralnye Vody,Russia,43.136,44.375,BRA-Transportes Aereos,Brazil,1299
Domododevo,Moscow,Russia,38.51,55.681,Nalchik Airport,Nalchik,Russia,44.061,43.854,BRA-Transportes Aereos,Brazil,1373
Domododevo,Moscow,Russia,38.51,55.681,Petrozavodsk Airport,Petrozavodsk,Russia,34.257,62.475,BRA-Transportes Aereos,Brazil,793
Domododevo,Moscow,Russia,38.51,55.681,Ufa,Ufa,Russia,56.457,54.929,BRA-Transportes Aereos,Brazil,1135
Domododevo,Moscow,Russia,38.51,55.681,Chertovitskoye,Voronezh,Russia,39.382,52.357,BRA-Transportes Aereos,Brazil,373
Elista Airport,Elista,Russia,44.551,46.623,Domododevo,Moscow,Russia,38.51,55.681,BRA-Transportes Aereos,Brazil,1090
Zvartnots,Yerevan,Armenia,44.659,40.245,Shpakovskoye,Stavropol,Russia,42.187,45.181,BRA-Transportes Aereos,Brazil,584
Zvartnots,Yerevan,Armenia,44.659,40.245,Gumrak,Volgograd,Russia,44.575,49.304,BRA-Transportes Aereos,Brazil,1007
Grozny Airport,Grozny,Russia,46.306,43.496,Domododevo,Moscow,Russia,38.51,55.681,BRA-Transportes Aereos,Brazil,1464
Irkutsk,Irkutsk,Russia,104.648,52.446,Ignatyevo,Blagoveschensk,Russia,127.687,50.708,BRA-Transportes Aereos,Brazil,1596
Emelyanovo,Krasnoyarsk,Russia,92.791,56.3,Koltsovo,Sverdlovsk,Russia,61.337,57.238,BRA-Transportes Aereos,Brazil,1902
Kurgan Airport,Kurgan,Russia,65.692,55.792,Domododevo,Moscow,Russia,38.51,55.681,BRA-Transportes Aereos,Brazil,1690
Pashkovskiy,Krasnodar,Russia,39.284,45.057,Heydar Aliyev,Baku,Azerbaijan,50.077,40.779,BRA-Transportes Aereos,Brazil,998
Pashkovskiy,Krasnodar,Russia,39.284,45.057,Larnaca,Larnaca,Cyprus,34.041,35.458,BRA-Transportes Aereos,Brazil,1155
Pashkovskiy,Krasnodar,Russia,39.284,45.057,Koltsovo,Sverdlovsk,Russia,61.337,57.238,BRA-Transportes Aereos,Brazil,2032
Pashkovskiy,Krasnodar,Russia,39.284,45.057,Ufa,Ufa,Russia,56.457,54.929,BRA-Transportes Aereos,Brazil,1638
Larnaca,Larnaca,Cyprus,34.041,35.458,Pashkovskiy,Krasnodar,Russia,39.284,45.057,BRA-Transportes Aereos,Brazil,1155
Pulkovo,St. Petersburg,Russia,30.437,60.333,Uytash,Makhachkala,Russia,48.087,43.361,BRA-Transportes Aereos,Brazil,2227
Uytash,Makhachkala,Russia,48.087,43.361,Domododevo,Moscow,Russia,38.51,55.681,BRA-Transportes Aereos,Brazil,1531
Uytash,Makhachkala,Russia,48.087,43.361,Pulkovo,St. Petersburg,Russia,30.437,60.333,BRA-Transportes Aereos,Brazil,2227
Uytash,Makhachkala,Russia,48.087,43.361,Koltsovo,Sverdlovsk,Russia,61.337,57.238,BRA-Transportes Aereos,Brazil,1800
Uytash,Makhachkala,Russia,48.087,43.361,Vnukovo,Moscow,Russia,37.435,55.985,BRA-Transportes Aereos,Brazil,1595
Magnitogorsk,Magnetiogorsk,Russia,59.259,53.655,Koltsovo,Sverdlovsk,Russia,61.337,57.238,BRA-Transportes Aereos,Brazil,419
Mineralnyye Vody,Mineralnye Vody,Russia,43.136,44.375,Domododevo,Moscow,Russia,38.51,55.681,BRA-Transportes Aereos,Brazil,1299
Mineralnyye Vody,Mineralnye Vody,Russia,43.136,44.375,Koltsovo,Sverdlovsk,Russia,61.337,57.238,BRA-Transportes Aereos,Brazil,1906
Franz Josef Strauss,Munich,Germany,12.31,48.589,Gumrak,Volgograd,Russia,44.575,49.304,BRA-Transportes Aereos,Brazil,2339
Nalchik Airport,Nalchik,Russia,44.061,43.854,Domododevo,Moscow,Russia,38.51,55.681,BRA-Transportes Aereos,Brazil,1373
Nizhnevartovsk,Nizhnevartovsk,Russia,76.806,61.582,Koltsovo,Sverdlovsk,Russia,61.337,57.238,BRA-Transportes Aereos,Brazil,996
Novyi Urengoy,Novy Urengoy,Russia,76.523,66.069,Koltsovo,Sverdlovsk,Russia,61.337,57.238,BRA-Transportes Aereos,Brazil,1260
Novyi Urengoy,Novy Urengoy,Russia,76.523,66.069,Ufa,Ufa,Russia,56.457,54.929,BRA-Transportes Aereos,Brazil,1641
Nadym Airport,Nadym,Russia,73.164,65.801,Koltsovo,Sverdlovsk,Russia,61.337,57.238,BRA-Transportes Aereos,Brazil,1136
Omsk,Omsk,Russia,73.517,55.611,Barnaul,Barnaul,Russia,83.897,53.606,BRA-Transportes Aereos,Brazil,703
Omsk,Omsk,Russia,73.517,55.611,Koltsovo,Sverdlovsk,Russia,61.337,57.238,BRA-Transportes Aereos,Brazil,769
Petrozavodsk Airport,Petrozavodsk,Russia,34.257,62.475,Domododevo,Moscow,Russia,38.51,55.681,BRA-Transportes Aereos,Brazil,793
Orenburg,Orenburg,Russia,55.761,52.326,Koltsovo,Sverdlovsk,Russia,61.337,57.238,BRA-Transportes Aereos,Brazil,652
Rostov Na Donu,Rostov,Russia,40.363,47.43,Koltsovo,Sverdlovsk,Russia,61.337,57.238,BRA-Transportes Aereos,Brazil,1782
Surgut,Surgut,Russia,73.669,61.572,Koltsovo,Sverdlovsk,Russia,61.337,57.238,BRA-Transportes Aereos,Brazil,846
Salekhard Airport,Salekhard,Russia,67.018,66.984,Koltsovo,Sverdlovsk,Russia,61.337,57.238,BRA-Transportes Aereos,Brazil,1122
Shpakovskoye,Stavropol,Russia,42.187,45.181,Zvartnots,Yerevan,Armenia,44.659,40.245,BRA-Transportes Aereos,Brazil,584
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Almaty,Alma-ata,Kazakhstan,77.067,43.586,BRA-Transportes Aereos,Brazil,1873
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Emelyanovo,Krasnoyarsk,Russia,92.791,56.3,BRA-Transportes Aereos,Brazil,1902
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Pashkovskiy,Krasnodar,Russia,39.284,45.057,BRA-Transportes Aereos,Brazil,2032
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Kazan,Kazan,Russia,49.464,56.01,BRA-Transportes Aereos,Brazil,738
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Uytash,Makhachkala,Russia,48.087,43.361,BRA-Transportes Aereos,Brazil,1800
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Magnitogorsk,Magnetiogorsk,Russia,59.259,53.655,BRA-Transportes Aereos,Brazil,419
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Mineralnyye Vody,Mineralnye Vody,Russia,43.136,44.375,BRA-Transportes Aereos,Brazil,1906
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Nizhnevartovsk,Nizhnevartovsk,Russia,76.806,61.582,BRA-Transportes Aereos,Brazil,996
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Novyi Urengoy,Novy Urengoy,Russia,76.523,66.069,BRA-Transportes Aereos,Brazil,1260
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Nadym Airport,Nadym,Russia,73.164,65.801,BRA-Transportes Aereos,Brazil,1136
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Omsk,Omsk,Russia,73.517,55.611,BRA-Transportes Aereos,Brazil,769
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Orenburg,Orenburg,Russia,55.761,52.326,BRA-Transportes Aereos,Brazil,652
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Rostov Na Donu,Rostov,Russia,40.363,47.43,BRA-Transportes Aereos,Brazil,1782
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Surgut,Surgut,Russia,73.669,61.572,BRA-Transportes Aereos,Brazil,846
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Salekhard Airport,Salekhard,Russia,67.018,66.984,BRA-Transportes Aereos,Brazil,1122
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Tomsk Bogashevo Airport,Tomsk,Russia,85.347,56.633,BRA-Transportes Aereos,Brazil,1450
Koltsovo,Sverdlovsk,Russia,61.337,57.238,Gumrak,Volgograd,Russia,44.575,49.304,BRA-Transportes Aereos,Brazil,1415
Tomsk Bogashevo Airport,Tomsk,Russia,85.347,56.633,Koltsovo,Sverdlovsk,Russia,61.337,57.238,BRA-Transportes Aereos,Brazil,1450
Ufa,Ufa,Russia,56.457,54.929,Domododevo,Moscow,Russia,38.51,55.681,BRA-Transportes Aereos,Brazil,1135
Ufa,Ufa,Russia,56.457,54.929,Pashkovskiy,Krasnodar,Russia,39.284,45.057,BRA-Transportes Aereos,Brazil,1638
Ufa,Ufa,Russia,56.457,54.929,Novyi Urengoy,Novy Urengoy,Russia,76.523,66.069,BRA-Transportes Aereos,Brazil,1641
Vnukovo,Moscow,Russia,37.435,55.985,Uytash,Makhachkala,Russia,48.087,43.361,BRA-Transportes Aereos,Brazil,1595
Gumrak,Volgograd,Russia,44.575,49.304,Zvartnots,Yerevan,Armenia,44.659,40.245,BRA-Transportes Aereos,Brazil,1007
Gumrak,Volgograd,Russia,44.575,49.304,Franz Josef Strauss,Munich,Germany,12.31,48.589,BRA-Transportes Aereos,Brazil,2339
Gumrak,Volgograd,Russia,44.575,49.304,Koltsovo,Sverdlovsk,Russia,61.337,57.238,BRA-Transportes Aereos,Brazil,1415
Chertovitskoye,Voronezh,Russia,39.382,52.357,Domododevo,Moscow,Russia,38.51,55.681,BRA-Transportes Aereos,Brazil,373
Rabil,Boa Vista,Cape Verde,-22.815,16.227,Praia International Airport,Praia,Cape Verde,-23.156,15.54,Halcyonair,Cape Verde,84
Rabil,Boa Vista,Cape Verde,-22.815,16.227,Amilcar Cabral Intl,Amilcar Cabral,Cape Verde,-22.916,17.235,Halcyonair,Cape Verde,112
Praia International Airport,Praia,Cape Verde,-23.156,15.54,Rabil,Boa Vista,Cape Verde,-22.815,16.227,Halcyonair,Cape Verde,84
Praia International Airport,Praia,Cape Verde,-23.156,15.54,Sao Filipe Airport,Sao Filipe Fogo Island,Cape Verde,-24.134,15.475,Halcyonair,Cape Verde,104
Praia International Airport,Praia,Cape Verde,-23.156,15.54,Amilcar Cabral Intl,Amilcar Cabral,Cape Verde,-22.916,17.235,Halcyonair,Cape Verde,190
Praia International Airport,Praia,Cape Verde,-23.156,15.54,Sao Pedro,Sao Vicente Island,Cape Verde,-24.425,17.389,Halcyonair,Cape Verde,246
Sao Filipe Airport,Sao Filipe Fogo Island,Cape Verde,-24.134,15.475,Praia International Airport,Praia,Cape Verde,-23.156,15.54,Halcyonair,Cape Verde,104
Amilcar Cabral Intl,Amilcar Cabral,Cape Verde,-22.916,17.235,Rabil,Boa Vista,Cape Verde,-22.815,16.227,Halcyonair,Cape Verde,112
Amilcar Cabral Intl,Amilcar Cabral,Cape Verde,-22.916,17.235,Praia International Airport,Praia,Cape Verde,-23.156,15.54,Halcyonair,Cape Verde,190
Amilcar Cabral Intl,Amilcar Cabral,Cape Verde,-22.916,17.235,Sao Pedro,Sao Vicente Island,Cape Verde,-24.425,17.389,Halcyonair,Cape Verde,161
Sao Pedro,Sao Vicente Island,Cape Verde,-24.425,17.389,Praia International Airport,Praia,Cape Verde,-23.156,15.54,Halcyonair,Cape Verde,246
Sao Pedro,Sao Vicente Island,Cape Verde,-24.425,17.389,Amilcar Cabral Intl,Amilcar Cabral,Cape Verde,-22.916,17.235,Halcyonair,Cape Verde,161
Suvarnabhumi Intl,Bangkok,Thailand,101.245,14.135,Incheon Intl,Seoul,South Korea,126.75,37.781,BusinessAir,Thailand,3638
Chiang Mai Intl,Chiang Mai,Thailand,99.604,19.278,Incheon Intl,Seoul,South Korea,126.75,37.781,BusinessAir,Thailand,3334
Phuket Intl,Phuket,Thailand,98.528,8.188,Incheon Intl,Seoul,South Korea,126.75,37.781,BusinessAir,Thailand,4342
Incheon Intl,Seoul,South Korea,126.75,37.781,Suvarnabhumi Intl,Bangkok,Thailand,101.245,14.135,BusinessAir,Thailand,3638
Incheon Intl,Seoul,South Korea,126.75,37.781,Chiang Mai Intl,Chiang Mai,Thailand,99.604,19.278,BusinessAir,Thailand,3334
Incheon Intl,Seoul,South Korea,126.75,37.781,Phuket Intl,Phuket,Thailand,98.528,8.188,BusinessAir,Thailand,4342
Kodiak,Kodiak,United States,-152.157,58.249,Akhiok Airport,Akhiok,United States,-153.638,57.564,Astair,Russian Federation,116
Kodiak,Kodiak,United States,-152.157,58.249,Ouzinkie Airport,Ouzinkie,United States,-152.168,58.538,Astair,Russian Federation,32
Kodiak,Kodiak,United States,-152.157,58.249,Old Harbor Airport,Old Harbor,United States,-152.783,57.363,Astair,Russian Federation,105
Akhiok Airport,Akhiok,United States,-153.638,57.564,Kodiak,Kodiak,United States,-152.157,58.249,Astair,Russian Federation,116
Ouzinkie Airport,Ouzinkie,United States,-152.168,58.538,Port Lions Airport,Port Lions,United States,-152.744,58.475,Astair,Russian Federation,34
Old Harbor Airport,Old Harbor,United States,-152.783,57.363,Kodiak,Kodiak,United States,-152.157,58.249,Astair,Russian Federation,105
Port Lions Airport,Port Lions,United States,-152.744,58.475,Kodiak,Kodiak,United States,-152.157,58.249,Astair,Russian Federation,42
Ambler Airport,Ambler,United States,-157.763,67.177,Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Bering Air,United States,198
Ambler Airport,Ambler,United States,-157.763,67.177,Shungnak Airport,Shungnak,United States,-156.605,67.48,Bering Air,United States,59
Buckland Airport,Buckland,United States,-160.582,66.636,Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Bering Air,United States,120
Elim Airport,Elim,United States,-161.785,65.025,Golovin Airport,Golovin,United States,-162.346,64.917,Bering Air,United States,28
Elim Airport,Elim,United States,-161.785,65.025,Koyuk Alfred Adams Airport,Koyuk,United States,-160.591,65.565,Bering Air,United States,81
Elim Airport,Elim,United States,-161.785,65.025,Nome,Nome,United States,-165.076,64.853,Bering Air,United States,156
Gambell Airport,Gambell,United States,-171.555,64.278,Nome,Nome,United States,-165.076,64.853,Bering Air,United States,315
Gambell Airport,Gambell,United States,-171.555,64.278,Savoonga Airport,Savoonga,United States,-170.155,64.144,Bering Air,United States,69
Golovin Airport,Golovin,United States,-162.346,64.917,Elim Airport,Elim,United States,-161.785,65.025,Bering Air,United States,28
Golovin Airport,Golovin,United States,-162.346,64.917,White Mountain Airport,White Mountain,United States,-163.022,65.148,Bering Air,United States,40
Bob Baker Memorial Airport,Kiana,United States,-160.062,67.626,Robert Curtis Memorial Airport,Noorvik,United States,-160.371,67.362,Bering Air,United States,32
Bob Baker Memorial Airport,Kiana,United States,-160.062,67.626,Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Bering Air,United States,97
Koyuk Alfred Adams Airport,Koyuk,United States,-160.591,65.565,Nome,Nome,United States,-165.076,64.853,Bering Air,United States,223
Koyuk Alfred Adams Airport,Koyuk,United States,-160.591,65.565,Shaktoolik Airport,Shaktoolik,United States,-160.707,64.618,Bering Air,United States,105
Brevig Mission Airport,Brevig Mission,United States,-166.11,65.552,Nome,Nome,United States,-165.076,64.853,Bering Air,United States,91
Brevig Mission Airport,Brevig Mission,United States,-166.11,65.552,Wales Airport,Wales,United States,-167.492,66.037,Bering Air,United States,82
Kivalina Airport,Kivalina,United States,-164.272,68.227,Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Bering Air,United States,116
Kivalina Airport,Kivalina,United States,-164.272,68.227,Point Hope Airport,Point Hope,United States,-166.665,68.581,Bering Air,United States,105
Kobuk Airport,Kobuk,United States,-156.829,67.52,Ambler Airport,Ambler,United States,-157.763,67.177,Bering Air,United States,55
Kobuk Airport,Kobuk,United States,-156.829,67.52,Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Bering Air,United States,234
Nome,Nome,United States,-165.076,64.853,Elim Airport,Elim,United States,-161.785,65.025,Bering Air,United States,156
Nome,Nome,United States,-165.076,64.853,Gambell Airport,Gambell,United States,-171.555,64.278,Bering Air,United States,315
Nome,Nome,United States,-165.076,64.853,Koyuk Alfred Adams Airport,Koyuk,United States,-160.591,65.565,Bering Air,United States,223
Nome,Nome,United States,-165.076,64.853,Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Bering Air,United States,316
Nome,Nome,United States,-165.076,64.853,Shishmaref Airport,Shishmaref,United States,-165.482,66.416,Bering Air,United States,174
Nome,Nome,United States,-165.076,64.853,Savoonga Airport,Savoonga,United States,-170.155,64.144,Bering Air,United States,255
Nome,Nome,United States,-165.076,64.853,Teller Airport,Teller,United States,-165.9,65.4,Bering Air,United States,71
Nome,Nome,United States,-165.076,64.853,Tin City LRRS Airport,Tin City,United States,-167.87,65.938,Bering Air,United States,176
