"cti".1	"mp.name"
364034.1	"ARANESP 500 MCG/1 ML   "
364043.1	"OMEPRAZOLE MYLAN 20 MG"
364052.1	"OMEPRAZOLE MYLAN 40 MG"
364061.1	"INVEGA 1
364077.1	"INVEGA 1
364086.1	"INVEGA 1
364095.1	"INVEGA 1
364104.1	"INVEGA 1
364113.1	"INVEGA 1
364122.1	"INVEGA 1
364131.1	"INVEGA 1
364147.1	"INVEGA 1
364156.1	"INVEGA 1
364165.1	"INVEGA 1
364174.1	"INVEGA 1
364183.1	"INVEGA 1
364192.1	"INVEGA 1
364201.1	"INVEGA 1
364217.1	"INVEGA 1
364226.1	"INVEGA 1
364235.1	"INVEGA 1
364244.1	"INVEGA 1
364253.1	"INVEGA 3 MG            "
364262.1	"INVEGA 3 MG            "
364271.1	"INVEGA 3 MG            "
364287.1	"INVEGA 6 MG            "
364296.1	"INVEGA 6 MG            "
364305.1	"INVEGA 6 MG            "
364314.1	"INVEGA 9 MG            "
364323.1	"INVEGA 9 MG            "
364332.1	"INVEGA 9 MG            "
364341.1	"INVEGA 12 MG           "
364357.1	"INVEGA 12 MG           "
364366.1	"INVEGA 12 MG           "
364411.1	"ONDANSETRON ARROW GENERICS 4 MG"
364427.1	"ONDANSETRON ARROW GENERICS 8 MG"
365556.1	"GEMCITABIN SANDOZ  10 MG/ML"
365565.1	"GEMCITABIN SANDOZ 10 MG/ML"
365574.1	"GEMCITABIN SANDOZ 10 MG/ML"
365583.1	"DENTOCAINE 40/0
365592.1	"DENTOCAINE 40/0
365601.1	"FLUCONAZOL APOTEX 50 MG"
365617.1	"FLUCONAZOL APOTEX 100 MG"
365626.1	"FLUCONAZOL APOTEX 150 MG"
365635.1	"FLUCONAZOL APOTEX 200 MG"
365705.1	"STELARA 45 MG          "
365714.1	"STELARA 90 MG          "
366292.1	"SILODYX 8 MG           "
366301.1	"SILODYX 8 MG           "
366317.1	"SILODYX 8 MG           "
365723.1	"BIOGRASTIM 30 MIU      "
365732.1	"BIOGRASTIM 48 MIU      "
365741.1	"RATIOGRASTIM 30 MIU    "
365757.1	"RATIOGRASTIM 30 MIU    "
365766.1	"RATIOGRASTIM 48 MIU    "
364436.1	"LAVINIA 0
364445.1	"PROZAC 20 MG"
364497.1	"KALETRA 200 MG/50 MG   "
364506.1	"ABSEAMED 20000 UI/0
364515.1	"ORALAIR 100 IR & 300 IR"
364524.1	"ORALAIR 300 IR"
364533.1	"RIVASTIGMINE MYLAN 1
364542.1	"RIVASTIGMINE MYLAN 1
364551.1	"RIVASTIGMINE MYLAN 3 MG"
364567.1	"RIVASTIGMINE MYLAN 3 MG"
364576.1	"RIVASTIGMINE MYLAN 4
364585.1	"RIVASTIGMINE MYLAN 4
364594.1	"RIVASTIGMINE MYLAN 6 MG"
364603.1	"RIVASTIGMINE MYLAN 6 MG"
364621.1	"ABSEAMED 20000 UI/0
364637.1	"ABSEAMED 30000UI/0
364646.1	"ABSEAMED 30000UI/0
364655.1	"ABSEAMED 40000 UI/1 ML   "
364664.1	"ABSEAMED 40000 UI/1 ML   "
364673.1	"TAXOTERE 20 MG/1 ML    "
364682.1	"TAXOTERE 80 MG/4 ML    "
364691.1	"DOCETAXEL WINTHROP 20 MG "
364707.1	"DOCETAXEL WINTHROP 80 MG "
364716.1	"CHAMPIX 1 MG           "
364725.1	"ADCIRCA 20 MG          "
364734.1	"ADCIRCA 20 MG          "
364743.1	"CONTRAMAL RETARD 100 MG"
364752.1	"CONTRAMAL RETARD 150 MG"
364761.1	"CONTRAMAL RETARD 200 MG"
364777.1	"IRBESARTAN EG 75MG"
364786.1	"IRBESARTAN EG 150MG"
364795.1	"IRBESARTAN EG 300MG"
364847.1	"OLANZAPINE SANDOZ 5 MG"
364856.1	"OLANZAPINE SANDOZ 10 MG"
364865.1	"OLANZAPINE SANDOZ 15 MG"
364874.1	"OLANZAPINE SANDOZ 20 MG"
364883.1	"TRIANAL 0
364892.1	"RASILEZ 150 MG         "
364901.1	"RASILEZ 150 MG         "
364917.1	"RASILEZ 150 MG         "
364926.1	"RASILEZ 150 MG         "
364935.1	"RASILEZ 150 MG         "
364944.1	"RASILEZ 150 MG         "
364953.1	"RASILEZ 150 MG         "
364962.1	"RASILEZ 150 MG         "
364971.1	"RASILEZ 150 MG         "
364987.1	"RASILEZ 150 MG         "
364996.1	"RASILEZ 300 MG         "
365005.1	"RASILEZ 300 MG         "
365014.1	"RASILEZ 300 MG         "
365023.1	"RASILEZ 300 MG         "
365032.1	"RASILEZ 300 MG         "
365041.1	"RASILEZ 300 MG         "
365057.1	"RASILEZ 300 MG         "
365066.1	"RASILEZ 300 MG         "
365075.1	"RASILEZ 300 MG         "
365084.1	"RASILEZ 300 MG         "
365154.1	"IRINOTECAN VIANEX 40 MG/2 ML"
365163.1	"IRINOTECAN VIANEX 100 MG/5 ML"
365172.1	"ANASTROZOL APOTEX 1 MG"
365181.1	"OLANZAPINE JUBILANT 5 MG"
365197.1	"OLANZAPINE JUBILANT 10 MG"
365206.1	"OLANZAPINE JUBILANT 15 MG"
365215.1	"OLANZAPINE JUBILANT 20 MG"
365224.1	"REMIFENTANIL MYLAN 1 MG"
365233.1	"REMIFENTANIL MYLAN 2 MG"
365242.1	"REMIFENTANIL MYLAN 5 MG"
365251.1	"DOCETAXEL SANDOZ 10 MG/ML"
365267.1	"DOCETAXEL SANDOZ 10 MG/ML"
365276.1	"LERCANIDIPINE TEVA 10 MG"
365285.1	"LERCANIDIPINE TEVA 10 MG"
365294.1	"LERCANIDIPINE TEVA 20 MG"
365303.1	"LERCANIDIPINE TEVA 20 MG"
365312.1	"NIFEDIPINE RETARD MYLAN 30 MG"
365321.1	"NIFEDIPINE RETARD MYLAN 60 MG"
365337.1	"NARATRIPTAN SANDOZ 2
365346.1	"TERBINAFINE MYLAN 1 %"
365355.1	"IRINOTECAN DOCPHARMA 20 MG/ML"
365364.1	"IRINOTECAN DOCPHARMA 20 MG/ML"
365373.1	"MODAFENIL ORCHID EUROPE LTD 100 MG"
365382.1	"MODAFENIL ORCHID EUROPE LTD 100 MG"
365391.1	"MODAFENIL ORCHID EUROPE LTD 200 MG"
365407.1	"MODAFENIL ORCHID EUROPE LTD 200 MG"
365416.1	"REVATIO 0
365425.1	"SYNFLORIX              "
365434.1	"FLUCONAZOL FRESENIUS KABI 2 MG/ML"
365443.1	"FLUCONAZOL FRESENIUS KABI 2 MG/ML"
365452.1	"FLUCONAZOL FRESENIUS KABI 2 MG/ML"
365504.1	"MINOXIDIL BAILLEUL 2 %"
365513.1	"MINOXIDIL BAILLEUL 5 %"
365522.1	"GEMCITABINE FRESENIUS KABI 38 MG/ML"
365531.1	"GEMCITABINE FRESENIUS KABI 38 MG/ML"
365547.1	"GEMCITABINE FRESENIUS KABI 38 MG/ML"
365775.1	"RATIOGRASTIM 48 MIU    "
365784.1	"FRAXODI 15200 IE (ANTI-XA)/0
365793.1	"LODOZ 2
365802.1	"LODOZ 5 MG/6
365811.1	"LODOZ 10 MG/6
365827.1	"IRESSA 250 MG          "
365836.1	"ZOLMITRIPTAN TEVA INSTANT 2
365933.1	"TRIAXIS"
365942.1	"XANAX 0
365951.1	"TEMOMEDAC 5 MG         "
365967.1	"TEMOMEDAC 5 MG         "
365976.1	"TEMOMEDAC 20 MG        "
365985.1	"TEMOMEDAC 20 MG        "
365994.1	"TEMOMEDAC 100 MG       "
366003.1	"TEMOMEDAC 100 MG       "
366012.1	"TEMOMEDAC 140 MG       "
366021.1	"TEMOMEDAC 140 MG       "
366037.1	"TEMOMEDAC 180 MG       "
366046.1	"TEMOMEDAC 180 MG       "
366055.1	"TEMOMEDAC 250 MG       "
366064.1	"TEMOMEDAC 250 MG       "
366073.1	"TEMOZOLOMIDE TEVA 5 MG  "
366082.1	"TEMOZOLOMIDE TEVA 5 MG  "
366091.1	"TEMOZOLOMIDE TEVA 20 MG  "
366107.1	"TEMOZOLOMIDE TEVA 20 MG  "
366116.1	"TEMOZOLOMIDE TEVA 100 MG-"
366125.1	"TEMOZOLOMIDE TEVA 100 MG-"
366134.1	"TEMOZOLOMIDE TEVA 140 MG-"
366143.1	"TEMOZOLOMIDE TEVA 140 MG-"
366152.1	"TEMOZOLOMIDE TEVA 180 MG-"
366161.1	"TEMOZOLOMIDE TEVA 180 MG-"
366177.1	"TEMOZOLOMIDE TEVA 250 MG-"
366186.1	"TEMOZOLOMIDE TEVA 250 MG-"
366195.1	"SILODYX 4 MG           "
366204.1	"SILODYX 4 MG           "
366213.1	"SILODYX 4 MG           "
366222.1	"SILODYX 4 MG           "
366231.1	"SILODYX 4 MG           "
366247.1	"SILODYX 4 MG           "
366256.1	"SILODYX 4 MG           "
366265.1	"SILODYX 8 MG           "
366274.1	"SILODYX 8 MG           "
366283.1	"SILODYX 8 MG           "
366326.1	"SILODYX 8 MG           "
366335.1	"UROREC 4 MG            "
366344.1	"UROREC 4 MG            "
366353.1	"UROREC 4 MG            "
366362.1	"UROREC 4 MG            "
366371.1	"UROREC 4 MG            "
366387.1	"UROREC 4 MG            "
366396.1	"UROREC 4 MG            "
366405.1	"UROREC 8 MG            "
366414.1	"UROREC 8 MG            "
366423.1	"UROREC 8 MG            "
366432.1	"UROREC 8 MG            "
366441.1	"UROREC 8 MG            "
366457.1	"UROREC 8 MG            "
366466.1	"UROREC 8 MG            "
366475.1	"TEMOZOLOMIDE HOSPIRA 5 MG"
366484.1	"TEMOZOLOMIDE HOSPIRA 5 MG"
366493.1	"TEMOZOLOMIDE HOSPIRA 5 MG"
366502.1	"TEMOZOLOMIDE HOSPIRA 5 MG"
366511.1	"TEMOZOLOMIDE HOSPIRA 20 MG"
366527.1	"TEMOZOLOMIDE HOSPIRA 20 MG"
366536.1	"TEMOZOLOMIDE HOSPIRA 20 MG"
366545.1	"TEMOZOLOMIDE HOSPIRA 20 MG"
366554.1	"TEMOZOLOMIDE HOSPIRA 100 MG"
366563.1	"TEMOZOLOMIDE HOSPIRA 100 MG"
366572.1	"TEMOZOLOMIDE HOSPIRA 100 MG"
366581.1	"TEMOZOLOMIDE HOSPIRA 100 MG"
366597.1	"TEMOZOLOMIDE HOSPIRA 140 MG"
366606.1	"TEMOZOLOMIDE HOSPIRA 140 MG"
366615.1	"TEMOZOLOMIDE HOSPIRA 140 MG"
366624.1	"TEMOZOLOMIDE HOSPIRA 140 MG"
366633.1	"TEMOZOLOMIDE HOSPIRA 180 MG"
366642.1	"TEMOZOLOMIDE HOSPIRA 180 MG"
366651.1	"TEMOZOLOMIDE HOSPIRA 180 MG"
366667.1	"TEMOZOLOMIDE HOSPIRA 180 MG"
366676.1	"TEMOZOLOMIDE HOSPIRA 250 MG"
366685.1	"TEMOZOLOMIDE HOSPIRA 250 MG"
366694.1	"TEMOZOLOMIDE HOSPIRA 250 MG"
366703.1	"TEMOZOLOMIDE HOSPIRA 250 MG"
366712.1	"DOCETAXEL"
366721.1	"DOCETAXEL"
366737.1	"DOCETAXEL"
366746.1	"LEVOCAR 200 MG/50 MG"
366755.1	"LETROZOLE TEVA 2
366764.1	"VOLTAREN RETARD 75 MG"
366773.1	"SERLAIN 50 MG"
366782.1	"CIPRAMIL 20 MG"
366791.1	"ELONVA 100 MCG         "
366807.1	"ELONVA 150 MCG         "
366816.1	"TELMISARTAN TEVA 20 MG  "
366825.1	"TELMISARTAN TEVA 20 MG  "
366834.1	"TELMISARTAN TEVA 20 MG  "
366843.1	"TELMISARTAN TEVA 20 MG  "
366852.1	"TELMISARTAN TEVA 20 MG  "
366861.1	"TELMISARTAN TEVA 20 MG  "
366877.1	"TELMISARTAN TEVA 20 MG  "
366886.1	"TELMISARTAN TEVA 20 MG  "
366895.1	"TELMISARTAN TEVA 20 MG  "
366904.1	"TELMISARTAN TEVA 20 MG  "
366913.1	"TELMISARTAN TEVA 40 MG  "
366922.1	"TELMISARTAN TEVA 40 MG  "
366931.1	"TELMISARTAN TEVA 40 MG  "
366947.1	"TELMISARTAN TEVA 40 MG  "
366956.1	"TELMISARTAN TEVA 40 MG  "
366974.1	"TELMISARTAN TEVA 40 MG  "
366983.1	"TELMISARTAN TEVA 40 MG  "
366992.1	"TELMISARTAN TEVA 40 MG  "
367001.1	"TELMISARTAN TEVA 40 MG  "
367017.1	"OMEPRAZOLE EG 20 MG"
367026.1	"OMEPRAZOLE EG 40 MG"
367044.1	"TELMISARTAN TEVA 40 MG  "
367053.1	"TELMISARTAN TEVA 80 MG  "
367062.1	"TELMISARTAN TEVA 80 MG  "
367071.1	"TELMISARTAN TEVA 80 MG  "
367087.1	"TELMISARTAN TEVA 80 MG  "
367096.1	"TELMISARTAN TEVA 80 MG  "
367105.1	"TELMISARTAN TEVA 80 MG  "
367114.1	"TELMISARTAN TEVA 80 MG  "
367123.1	"TELMISARTAN TEVA 80 MG  "
367132.1	"TELMISARTAN TEVA 80 MG  "
367141.1	"TELMISARTAN TEVA 80 MG  "
367157.1	"REMIFENTANIL TEVA 1 MG"
367166.1	"REMIFENTANIL TEVA 2 MG"
367175.1	"REMIFENTANIL TEVA 5 MG"
367184.1	"ZYRTEC 10 MG"
367193.1	"DOCETAXEL TEVA 20MG/0
367202.1	"DOCETAXEL TEVA 80MG/2ML "
367254.1	"DUOPLAVIN 75 MG/75 MG  "
367263.1	"DUOPLAVIN 75 MG/75 MG  "
367272.1	"DUOPLAVIN 75 MG/75 MG  "
367972.1	"ROPINIROL SANDOZ 0
367981.1	"ROPINIROL SANDOZ 0
367997.1	"ROPINIROL SANDOZ 0
368006.1	"ROPINIROL SANDOZ 1 MG"
368015.1	"ROPINIROL SANDOZ 1 MG"
368024.1	"ROPINIROL SANDOZ 2 MG"
368033.1	"ROPINIROL SANDOZ 2 MG"
368042.1	"ROPINIROL SANDOZ 5 MG"
368051.1	"ROPINIROL SANDOZ 5 MG"
368067.1	"PRIORIX"
368076.1	"AZITHROMYCINE EG 200 MG/5 ML"
368094.1	"LEVOFLOXACINE TEVA 5 MG/ML"
368401.1	"TOVIAZ 8 MG            "
368453.1	"MOLAXOLE"
368462.1	"BISOPROLOL EG 2
369546.1	"CHLORAPREP COLORE A 2% P/V /70% V/V"
369555.1	"METFORMINE PFIZER 850 MG"
369564.1	"EPHEDRINE HCL STEROP 10 MG/1 ML"
369573.1	"EPHEDRINE HCL STEROP 50 MG/1 ML"
369582.1	"CLAMOXYL 1 G"
369591.1	"EXFORGE 5 MG/80 MG     "
367281.1	"DUOPLAVIN 75 MG/75 MG  "
367297.1	"DUOPLAVIN 75 MG/75 MG  "
367306.1	"DUOPLAVIN 75 MG/75 MG  "
367315.1	"DUOPLAVIN 75 MG/75 MG  "
367324.1	"DUOPLAVIN 75 MG/100 MG  "
367333.1	"DUOPLAVIN 75 MG/100 MG  "
367342.1	"DUOPLAVIN 75 MG/100 MG  "
367351.1	"DUOPLAVIN 75 MG/100 MG  "
367367.1	"DUOPLAVIN 75 MG/100 MG  "
367376.1	"DUOPLAVIN 75 MG/100 MG  "
367385.1	"DUOPLAVIN 75 MG/100 MG  "
367394.1	"DUOCOVER 75 MG/75 MG   "
368103.1	"LEVOFLOXACINE TEVA 5 MG/ML"
368137.1	"LOSARTAN PFIZER 50 MG"
368146.1	"LOSARTAN PFIZER 50 MG"
368155.1	"LOSARTAN PFIZER 100 MG"
368164.1	"LOSARTAN PFIZER 100 MG"
368173.1	"TEMOZOLOMIDE MYLAN 5 MG"
368182.1	"TEMOZOLOMIDE MYLAN 20 MG"
368191.1	"TEMOZOLOMIDE EG 5 MG"
368207.1	"TEMOZOLOMIDE MYLAN 100 MG"
368216.1	"TEMOZOLOMIDE MYLAN 140 MG"
368225.1	"TEMOZOLOMIDE MYLAN 180 MG"
368234.1	"TEMOZOLOMIDE MYLAN 250 MG"
368243.1	"TEMOZOLOMIDE EG 20 MG"
368252.1	"TEMOZOLOMIDE EG 100 MG"
368261.1	"TEMOZOLOMIDE EG 140 MG"
368277.1	"TEMOZOLOMIDE EG 180 MG"
368286.1	"TEMOZOLOMIDE EG 250 MG"
368304.1	"RISPERIDONE EG 1 MG"
368313.1	"RISPERIDONE EG 2 MG"
368356.1	"MOBIC 15 MG"
368365.1	"CLOPIDOGREL ZENTIVA 300MG "
368374.1	"TEMODAL 5 MG           "
368383.1	"TEMODAL 5 MG           "
368392.1	"TOVIAZ 4 MG            "
367403.1	"DUOCOVER 75 MG/75 MG   "
367412.1	"DUOCOVER 75 MG/75 MG   "
367421.1	"DUOCOVER 75 MG/75 MG   "
367437.1	"DUOCOVER 75 MG/75 MG   "
367446.1	"DUOCOVER 75 MG/75 MG   "
367455.1	"DUOCOVER 75 MG/75 MG   "
367464.1	"DUOCOVER 75 MG/100 MG   "
367473.1	"DUOCOVER 75 MG/100 MG   "
367482.1	"DUOCOVER 75 MG/100 MG   "
367491.1	"DUOCOVER 75 MG/100 MG   "
367507.1	"DUOCOVER 75 MG/100 MG   "
367516.1	"DUOCOVER 75 MG/100 MG   "
367525.1	"DUOCOVER 75 MG/100 MG   "
367534.1	"RISTFOR 50 MG/850 MG   "
367543.1	"RISTFOR 50 MG/850 MG   "
367552.1	"RISTFOR 50 MG/850 MG   "
367561.1	"RISTFOR 50 MG/850 MG   "
367577.1	"RISTFOR 50 MG/850 MG   "
367586.1	"RISTFOR 50 MG/850 MG   "
367595.1	"RISTFOR 50 MG/850 MG   "
367604.1	"RISTFOR 50 MG/850 MG   "
367613.1	"RISTFOR 50 MG/1000 MG  "
367622.1	"RISTFOR 50 MG/1000 MG  "
367631.1	"RISTFOR 50 MG/1000 MG  "
367647.1	"RISTFOR 50 MG/1000 MG  "
367656.1	"RISTFOR 50 MG/1000 MG  "
367665.1	"RISTFOR 50 MG/1000 MG  "
367674.1	"RISTFOR 50 MG/1000 MG  "
367683.1	"RISTFOR 50 MG/1000 MG  "
367692.1	"FORADIL 12 MCG"
367701.1	"RISTABEN 25 MG         "
367717.1	"RISTABEN 25 MG         "
367726.1	"RISTABEN 25 MG         "
367762.1	"METHOTREXATE SANDOZ 100 MG/ML"
367771.1	"METHOTREXATE SANDOZ 100 MG/ML"
367787.1	"METHOTREXATE SANDOZ 100 MG/ML"
367796.1	"FORMAGAL 12 MCG"
367805.1	"RISTABEN 25 MG         "
367814.1	"RISTABEN 25 MG         "
367823.1	"RISTABEN 25 MG         "
367832.1	"RISTABEN 50 MG         "
367841.1	"RISTABEN 50 MG         "
367857.1	"RISTABEN 50 MG         "
367866.1	"RISTABEN 50 MG         "
367875.1	"RISTABEN 50 MG         "
367884.1	"RISTABEN 50 MG         "
367893.1	"RISTABEN 100 MG        "
367902.1	"RISTABEN 100 MG        "
367911.1	"RISTABEN 100 MG        "
367927.1	"RISTABEN 100 MG        "
367936.1	"RISTABEN 100 MG        "
367945.1	"RISTABEN 100 MG        "
367954.1	"CAFEINE STEROP 25 MG / 2 ML"
367963.1	"ROPINIROL SANDOZ 0
369607.1	"EXFORGE 5 MG/160 MG    "
369616.1	"EXFORGE 10 MG/160 MG   "
369625.1	"REVOLADE 25 MG         "
369634.1	"REVOLADE 25 MG         "
369643.1	"REVOLADE 25 MG         "
369652.1	"REVOLADE 50 MG         "
369661.1	"REVOLADE 50 MG         "
369677.1	"REVOLADE 50 MG         "
369686.1	"MONTELUKAST SANDOZ 4 MG"
369695.1	"MONTELUKAST SANDOZ 5 MG"
369731.1	"PROPOFOL B.BRAUN 1 % (10 MG/ML)"
369747.1	"PROPOFOL B. BRAUN 1 % (10 MG/ML)"
369756.1	"PROPOFOL B. BRAUN 1 % (10 MG/ML)"
369765.1	"PROPOFOL B. BRAUN 2 % (20 MG/ML)"
369774.1	"COMBODART 0
368496.1	"PANTOMED 20 MG"
368505.1	"PANTOMED 40 MG"
368514.1	"IMPRIDA 5 MG/80 MG     "
368523.1	"IMPRIDA 5 MG/160 MG    "
368532.1	"IMPRIDA 10 MG/160 MG   "
368541.1	"IRINOTECAN SANDOZ 20 MG/ML"
368557.1	"IRINOTECAN SANDOZ 20 MG/ML"
368566.1	"IRINOTECAN SANDOZ 20 MG/ML"
368575.1	"IRINOTECAN SANDOZ 20 MG/ML"
368584.1	"IRINOTECAN SANDOZ 20 MG/ML"
368593.1	"EBASTATINE 10 MG"
368602.1	"EBASTATINE 20 MG"
372066.1	"DOMPERIDON TEVA 10 MG"
372075.1	"HIBISCRUB 40 MG/ML"
372102.1	"CLOPIDOGREL KRKA 75 MG-"
372111.1	"CLOPIDOGREL KRKA 75 MG-"
372127.1	"XANAX RETARD 0
372136.1	"XANAX RETARD 1 MG"
372145.1	"LEVOCETIRIZINE APOTEX 5 MG"
372154.1	"LEVOCETIRIZINE APOTEX 5 MG"
372163.1	"RALOXIFENE TEVA 60 MG  "
372172.1	"RALOXIFENE TEVA 60 MG  "
372181.1	"RALOXIFENE TEVA 60 MG  "
372197.1	"ARZERRA 100 MG         "
370307.1	"BALANCE 1
370316.1	"BALANCE 2
370325.1	"BALANCE 2
371244.1	"MANNITOL 15% W/V VIAFLO"
371341.1	"AZITHROMYCINE MYLAN 250 MG"
371357.1	"AZITHROMYCINE MYLAN 500 MG"
371366.1	"MONTELUKAST MYLAN 10 MG"
371375.1	"VOLTAREN 50"
371384.1	"VOLTAREN RETARD 75"
368627.1	"ZANIDIP 8 MG"
368636.1	"ZANIDIP 16 MG"
368645.1	"OLMETEC PLUS 40 MG/12
368654.1	"OLMETEC PLUS 40 MG/25 MG"
368663.1	"TEMOZOLOMIDE HEXAL 5 MG-"
368672.1	"TEMOZOLOMIDE HEXAL 5 MG-"
368681.1	"TEMOZOLOMIDE HEXAL 5 MG-"
368697.1	"BELSAR PLUS 40 MG/12
368706.1	"BELSAR PLUS 40 MG/25 MG"
368715.1	"TEMOZOLOMIDE HEXAL 5 MG-"
368724.1	"TEMOZOLOMIDE HEXAL 20 MG-"
368733.1	"TEMOZOLOMIDE HEXAL 20 MG-"
368742.1	"TEMOZOLOMIDE HEXAL 20 MG-"
368767.1	"TEMOZOLOMIDE HEXAL 100MG-"
368776.1	"TEMOZOLOMIDE HEXAL 100MG-"
368803.1	"TEMOZOLOMIDE HEXAL 140MG-"
368812.1	"TEMOZOLOMIDE HEXAL 140MG-"
368846.1	"TEMOZOLOMIDE HEXAL 180MG-"
368855.1	"TEMOZOLOMIDE HEXAL 180MG-"
368882.1	"TEMOZOLOMIDE HEXAL 250MG-"
368891.1	"TEMOZOLOMIDE HEXAL 250MG-"
368934.1	"VOLUVEN 10% (100 MG/ML)"
368943.1	"VOLUVEN 10% (100 MG/ML)"
368952.1	"PARACETAMOL ACTAVIS 10 MG/ML"
368961.1	"CO-CANDESARTAN SANDOZ 8 MG/12
368977.1	"CO-CANDESARTAN SANDOZ 8 MG/12
368986.1	"CO-CANDESARTAN SANDOZ 16 MG/12
368995.1	"CO-CANDESARTAN SANDOZ 16 MG/12
369013.1	"NEURONTIN 600 MG"
369022.1	"NEURONTIN 800 MG"
369031.1	"VAGIFEM 10 MICROGRAMMES"
369056.1	"PROZAC 20 MG"
369065.1	"PRAXILENE 200 MG"
369083.1	"AMLODIPINE BESILATE MYLAN 5 MG"
369092.1	"AMLODIPINE BESILATE MYLAN 5 MG"
369101.1	"AMLODIPINE BESILATE MYLAN 10 MG"
369117.1	"AMLODIPINE BESILATE MYLAN 10 MG"
369171.1	"SIPRALEXA ODIS 10MG"
369187.1	"SIPRALEXA ODIS 20MG"
369196.1	"CIPROFLOXMYLAN 200 MG/100 ML"
369205.1	"CIPROFLOXMYLAN 200 MG/100 ML"
369214.1	"CIPROFLOXMYLAN 400 MG/200 ML"
369223.1	"CIPROFLOXMYLAN 400 MG/200 ML"
369275.1	"CO-VALSARTAN 80 MG/12
369284.1	"CO-VALSARTAN 160 MG/25 MG"
369327.1	"ADRIANAMYLAN 30 MCG/150 MCG"
369336.1	"ADRIANAMYLAN 30 MCG/150 MCG"
369345.1	"ADRIANAMYLAN 20 MCG/100 MCG"
369354.1	"ADRIANAMYLAN 20 MCG/100 MCG"
369363.1	"MARIPER 2 MG"
369372.1	"MARIPER 4 MG"
369381.1	"MARIPER 8 MG"
369397.1	"ANASTROZOL ACTAVIS 1 MG"
369406.1	"ZEMPLAR 2 MCG/ML"
369485.1	"OLANZAPINE MYLAN 5 MG"
369494.1	"OLANZAPINE MYLAN 10 MG"
369503.1	"ARKOLAMYL 5 MG"
369512.1	"ARKOLAMYL 10 MG"
369521.1	"CHLORAPREP COLORE A 2% P/V / 70% V/V"
369537.1	"CHLORAPREP COLORE A 2% P/V / 70% V/V"
369783.1	"MENVEO                 "
369801.1	"VENORUTON FORTE 500 MG"
369817.1	"EXEMESTANE TEVA 25 MG"
369826.1	"BECOZYME"
369835.1	"BECOZYME"
369844.1	"TEMOZOLOMIDE SANDOZ 5 MG"
369853.1	"TEMOZOLOMIDE SANDOZ 5 MG"
369887.1	"TEMOZOLOMIDE SANDOZ 20 MG"
369896.1	"TEMOZOLOMIDE SANDOZ 20 MG"
369923.1	"TEMOZOLOMIDE SANDOZ 100 MG"
369932.1	"TEMOZOLOMIDE SANDOZ 100 MG"
369966.1	"TEMOZOLOMIDE SANDOZ 140 MG"
369975.1	"TEMOZOLOMIDE SANDOZ 140 MG"
370002.1	"TEMOZOLOMIDE SANDOZ 180 MG"
370011.1	"TEMOZOLOMIDE SANDOZ 180 MG"
370045.1	"TEMOZOLOMIDE SANDOZ 250 MG"
370054.1	"TEMOZOLOMIDE SANDOZ 250 MG"
370081.1	"AGEPIN 75 MG"
370097.1	"AGEPIN 150 MG"
370106.1	"AGEPIN 300 MG"
370115.1	"PACLITAXEL ACTAVIS 6 MG/ML"
370124.1	"PACLITAXEL ACTAVIS 6 MG/ML"
370133.1	"PACLITAXEL ACTAVIS 6 MG/ML"
370142.1	"PACLITAXEL ACTAVIS 6 MG/ML"
370151.1	"COVIDIEN SODIUM IODIDE (I131)"
370167.1	"PARACETAMOL GENMED 500 MG"
370185.1	"DOLZAM RETARD 75 MG"
370194.1	"DOLZAM RETARD 100 MG"
370203.1	"DOLZAM RETARD 150 MG"
370212.1	"DOLZAM RETARD 200 MG"
370221.1	"DOLZAM UNO 150 MG"
370237.1	"DOLZAM UNO 200 MG"
370246.1	"DOLZAM UNO 300 MG"
370255.1	"DOLZAM UNO 400 MG"
370273.1	"BALANCE 1
370282.1	"BALANCE 1
370291.1	"BALANCE 1
372005.1	"ISCOVER 300 MG         "
372023.1	"ALOXI 500 MCG          "
372032.1	"ALOXI 500 MCG          "
370334.1	"BALANCE 2
370343.1	"BALANCE 2
370352.1	"BALANCE 4
370361.1	"BALANCE 4
370377.1	"BALANCE 4
370386.1	"BALANCE 4
370395.1	"BALANCE 1
370404.1	"BALANCE 1
370413.1	"BALANCE 1
370422.1	"BALANCE 1
370431.1	"BALANCE 2
370447.1	"BALANCE 2
370456.1	"BALANCE 2
370465.1	"BALANCE 2
370474.1	"BALANCE 4
370483.1	"BALANCE 4
370492.1	"BALANCE 4
370501.1	"BALANCE 4
370517.1	"ITRACONAZOLE TEVA 100MG"
370526.1	"NORANELLE 30 MCG/150 MCG"
370535.1	"NORANELLE 30 MCG/150 MCG"
370544.1	"NORANELLE 20 MCG/100 MCG"
370553.1	"NORANELLE 20 MCG/100 MCG"
370562.1	"QUETIAPINE KRKA 25 MG"
370571.1	"QUETIAPINE KRKA 100 MG"
370587.1	"QUETIAPINE KRKA 100 MG"
370596.1	"QUETIAPINE KRKA 150 MG"
370605.1	"QUETIAPINE KRKA 200 MG"
370614.1	"QUETIAPINE KRKA 200 MG"
370623.1	"QUETIAPINE KRKA 300 MG"
370657.1	"VALSARTAN MYLAN 40 MG"
370666.1	"VALSARTAN MYLAN 80 MG"
370675.1	"VALSARTAN MYLAN 160 MG"
370702.1	"RIBAVIRINE BIOPARTNERS 200 MG"
